"id"	"name"	"numberlinks"	"school"	"major"	"subject_code"	"instructors"	"updated_at"	"category"	"lang"	"target_students_from"	"target_year"	"elecCompul"	"unit"	"year"	"quarter"	"day_time"	"classroom"	"area"
21170016	"経済・経営学演習②"	"[\"ECO-ECB4111J\"]"	"ECO"	"ECB"	"4111J"	"[\"内田　大輔\"]"	"2021-03-24T04:05:05.920Z"	"（経済・経営学科）選択必修科目／（経済工学科）自由選択科目"	"日本語（J）"	"経済学部"	"3,4年"	3	4	2021	"通年"	"[[\"月曜日\",\"４時限\"],[\"月曜日\",\"５時限\"]]"	"-"	"伊都地区"
21170017	"経済・経営学演習①"	"[\"ECO-ECB4111J\"]"	"ECO"	"ECB"	"4111J"	"[\"大坪　稔\"]"	"2021-03-31T03:25:35.767Z"	"（経済・経営学科）選択必修科目／（経済工学科）自由選択科目"	"日本語（J）"	"経済学部"	"3,4年"	3	4	2021	"通年"	"[[\"月曜日\",\"４時限\"],[\"月曜日\",\"５時限\"]]"	"-"	"伊都地区"
21170018	"経済・経営学演習②"	"[\"ECO-ECB4111J\"]"	"ECO"	"ECB"	"4111J"	"[\"大坪　稔\"]"	"2021-03-31T03:25:35.768Z"	"（経済・経営学科）選択必修科目／（経済工学科）自由選択科目"	"日本語（J）"	"経済学部"	"3,4年"	3	4	2021	"通年"	"[[\"月曜日\",\"４時限\"],[\"月曜日\",\"５時限\"]]"	"-"	"伊都地区"
21170019	"経済・経営学演習①"	"[\"ECO-ECB4111J\"]"	"ECO"	"ECB"	"4111J"	"[\"北澤　満\"]"	"2021-04-02T04:01:39.809Z"	"（経済・経営学科）選択必修科目／（経済工学科）自由選択科目"	"日本語（J）"	"経済学部"	"3,4年"	3	4	2021	"通年"	"[[\"月曜日\",\"４時限\"],[\"月曜日\",\"５時限\"]]"	"-"	"伊都地区"
21170020	"経済・経営学演習②"	"[\"ECO-ECB4111J\"]"	"ECO"	"ECB"	"4111J"	"[\"北澤　満\"]"	"2021-04-02T04:01:39.809Z"	"（経済・経営学科）選択必修科目／（経済工学科）自由選択科目"	"日本語（J）"	"経済学部"	"3,4年"	3	4	2021	"通年"	"[[\"月曜日\",\"４時限\"],[\"月曜日\",\"５時限\"]]"	"-"	"伊都地区"
21170021	"経済・経営学演習①"	"[\"ECO-ECB4111J\"]"	"ECO"	"ECB"	"4111J"	"[\"潮崎　智美\"]"	"2021-04-02T04:46:33.186Z"	"（経済・経営学科）選択必修科目／（経済工学科）自由選択科目"	"日本語（J）"	"経済学部"	"3,4年"	3	4	2021	"通年"	"[[\"月曜日\",\"４時限\"],[\"月曜日\",\"５時限\"]]"	"-"	"伊都地区"
21170022	"経済・経営学演習②"	"[\"ECO-ECB4111J\"]"	"ECO"	"ECB"	"4111J"	"[\"潮崎　智美\"]"	"2021-04-02T04:46:33.187Z"	"（経済・経営学科）選択必修科目／（経済工学科）自由選択科目"	"日本語（J）"	"経済学部"	"3,4年"	3	4	2021	"通年"	"[[\"月曜日\",\"４時限\"],[\"月曜日\",\"５時限\"]]"	"-"	"伊都地区"
21170023	"経済工学演習①"	"[\"ECO-ECE4111J\"]"	"ECO"	"ECE"	"4111J"	"[\"菅　史彦\"]"	"2021-04-06T07:47:42.677Z"	"（経済工学科）選択必修科目／（経済・経営学科）自由選択科目"	"日本語（J）"	"経済学部"	"3,4年"	3	4	2021	"通年"	"[[\"月曜日\",\"４時限\"],[\"月曜日\",\"５時限\"]]"	"-"	"伊都地区"
21170024	"経済工学演習②"	"[\"ECO-ECE4111J\"]"	"ECO"	"ECE"	"4111J"	"[\"菅　史彦\"]"	"2021-04-06T07:47:42.678Z"	"（経済工学科）選択必修科目／（経済・経営学科）自由選択科目"	"日本語（J）"	"経済学部"	"3,4年"	3	4	2021	"通年"	"[[\"月曜日\",\"４時限\"],[\"月曜日\",\"５時限\"]]"	"-"	"伊都地区"
21170025	"経済工学演習①"	"[\"ECO-ECE4111J\"]"	"ECO"	"ECE"	"4111J"	"[\"瀧本　太郎\"]"	"2021-03-30T03:06:17.563Z"	"（経済工学科）選択必修科目／（経済・経営学科）自由選択科目"	"日本語（J）"	"経済学部"	"3,4年"	3	4	2021	"通年"	"[[\"月曜日\",\"４時限\"],[\"月曜日\",\"５時限\"]]"	"-"	"伊都地区"
21170026	"経済工学演習②"	"[\"ECO-ECE4111J\"]"	"ECO"	"ECE"	"4111J"	"[\"瀧本　太郎\"]"	"2021-03-30T03:06:17.564Z"	"（経済工学科）選択必修科目／（経済・経営学科）自由選択科目"	"日本語（J）"	"経済学部"	"3,4年"	3	4	2021	"通年"	"[[\"月曜日\",\"４時限\"],[\"月曜日\",\"５時限\"]]"	"-"	"伊都地区"
21170027	"経済・経営学演習①"	"[\"ECO-ECB4111J\"]"	"ECO"	"ECB"	"4111J"	"[\"丸田　起大\"]"	"2021-04-01T01:48:23.522Z"	"（経済・経営学科）選択必修科目／（経済工学科）自由選択科目"	"日本語（J）"	"経済学部"	"3,4年"	3	4	2021	"通年"	"[[\"月曜日\",\"４時限\"],[\"月曜日\",\"５時限\"]]"	"-"	"伊都地区"
21170028	"経済・経営学演習②"	"[\"ECO-ECB4111J\"]"	"ECO"	"ECB"	"4111J"	"[\"丸田　起大\"]"	"2021-04-01T01:48:23.523Z"	"（経済・経営学科）選択必修科目／（経済工学科）自由選択科目"	"日本語（J）"	"経済学部"	"3,4年"	3	4	2021	"通年"	"[[\"月曜日\",\"４時限\"],[\"月曜日\",\"５時限\"]]"	"-"	"伊都地区"
21170029	"経済工学演習①"	"[\"ECO-ECE4111J\"]"	"ECO"	"ECE"	"4111J"	"[\"浦川　邦夫\"]"	"2021-03-31T08:14:53.316Z"	"（経済工学科）選択必修科目／（経済・経営学科）自由選択科目"	"日本語（J）"	"経済学部"	"3,4年"	3	4	2021	"通年"	"[[\"火曜日\",\"４時限\"]]"	"-"	"伊都地区"
21170030	"経済工学演習②"	"[\"ECO-ECE4111J\"]"	"ECO"	"ECE"	"4111J"	"[\"浦川　邦夫\"]"	"2021-03-31T08:14:53.316Z"	"（経済工学科）選択必修科目／（経済・経営学科）自由選択科目"	"日本語（J）"	"経済学部"	"3,4年"	3	4	2021	"通年"	"[[\"火曜日\",\"４時限\"]]"	"-"	"伊都地区"
21170031	"経済工学演習①"	"[\"ECO-ECE4111J\"]"	"ECO"	"ECE"	"4111J"	"[\"浦川　邦夫\"]"	"2021-03-31T08:14:53.317Z"	"（経済工学科）選択必修科目／（経済・経営学科）自由選択科目"	"日本語（J）"	"経済学部"	"3,4年"	3	4	2021	"通年"	"[[\"火曜日\",\"５時限\"]]"	"-"	"伊都地区"
21170032	"経済工学演習②"	"[\"ECO-ECE4111J\"]"	"ECO"	"ECE"	"4111J"	"[\"浦川　邦夫\"]"	"2021-03-31T08:14:53.317Z"	"（経済工学科）選択必修科目／（経済・経営学科）自由選択科目"	"日本語（J）"	"経済学部"	"3,4年"	3	4	2021	"通年"	"[[\"火曜日\",\"５時限\"]]"	"-"	"伊都地区"
21170033	"経済工学演習①"	"[\"ECO-ECE4111J\"]"	"ECO"	"ECE"	"4111J"	"[\"古川　哲也\"]"	"2021-04-02T03:06:22.976Z"	"（経済工学科）選択必修科目／（経済・経営学科）自由選択科目"	"日本語（J）"	"経済学部"	"3,4年"	3	4	2021	"通年"	"[[\"火曜日\",\"４時限\"]]"	"-"	"伊都地区"
21170034	"経済工学演習②"	"[\"ECO-ECE4111J\"]"	"ECO"	"ECE"	"4111J"	"[\"古川　哲也\"]"	"2021-04-02T03:06:22.977Z"	"（経済工学科）選択必修科目／（経済・経営学科）自由選択科目"	"日本語（J）"	"経済学部"	"3,4年"	3	4	2021	"通年"	"[[\"火曜日\",\"４時限\"]]"	"-"	"伊都地区"
21170035	"経済工学演習①"	"[\"ECO-ECE4111J\"]"	"ECO"	"ECE"	"4111J"	"[\"伊豆永　洋一\"]"	"2021-04-06T01:02:43.524Z"	"（経済工学科）選択必修科目／（経済・経営学科）自由選択科目"	"日本語（J）"	"経済学部"	"3,4年"	3	4	2021	"通年"	"[[\"火曜日\",\"４時限\"],[\"火曜日\",\"５時限\"]]"	"-"	"伊都地区"
21170036	"経済工学演習②"	"[\"ECO-ECE4111J\"]"	"ECO"	"ECE"	"4111J"	"[\"伊豆永　洋一\"]"	"2021-04-06T01:02:43.525Z"	"（経済工学科）選択必修科目／（経済・経営学科）自由選択科目"	"日本語（J）"	"経済学部"	"3,4年"	3	4	2021	"通年"	"[[\"火曜日\",\"４時限\"],[\"火曜日\",\"５時限\"]]"	"-"	"伊都地区"
21170037	"経済・経営学演習①"	"[\"ECO-ECB4111J\"]"	"ECO"	"ECB"	"4111J"	"[\"小津　稚加子\"]"	"2021-04-05T13:26:54.306Z"	"（経済・経営学科）選択必修科目／（経済工学科）自由選択科目"	"日本語（J）"	"経済学部"	"3,4年"	3	4	2021	"通年"	"[[\"火曜日\",\"４時限\"],[\"火曜日\",\"５時限\"]]"	"-"	"伊都地区"
21170038	"経済・経営学演習②"	"[\"ECO-ECB4111J\"]"	"ECO"	"ECB"	"4111J"	"[\"小津　稚加子\"]"	"2021-04-05T13:26:54.306Z"	"（経済・経営学科）選択必修科目／（経済工学科）自由選択科目"	"日本語（J）"	"経済学部"	"3,4年"	3	4	2021	"通年"	"[[\"火曜日\",\"４時限\"],[\"火曜日\",\"５時限\"]]"	"-"	"伊都地区"
21170039	"経済・経営学演習①"	"[\"ECO-ECB4111J\"]"	"ECO"	"ECB"	"4111J"	"[\"岸野　早希\"]"	"2021-04-01T15:56:45.980Z"	"（経済・経営学科）選択必修科目／（経済工学科）自由選択科目"	"日本語（J）"	"経済学部"	"3,4年"	3	4	2021	"通年"	"[[\"火曜日\",\"４時限\"]]"	"-"	"伊都地区"
21170040	"経済・経営学演習②"	"[\"ECO-ECB4111J\"]"	"ECO"	"ECB"	"4111J"	"[\"岸野　早希\"]"	"2021-04-01T15:56:45.981Z"	"（経済・経営学科）選択必修科目／（経済工学科）自由選択科目"	"日本語（J）"	"経済学部"	"3,4年"	3	4	2021	"通年"	"[[\"火曜日\",\"４時限\"]]"	"-"	"伊都地区"
21170041	"経済・経営学演習①"	"[\"ECO-ECB4111J\"]"	"ECO"	"ECB"	"4111J"	"[\"岸野　早希\"]"	"2021-04-01T15:56:45.981Z"	"（経済・経営学科）選択必修科目／（経済工学科）自由選択科目"	"日本語（J）"	"経済学部"	"3,4年"	3	4	2021	"通年"	"[[\"火曜日\",\"５時限\"]]"	"-"	"伊都地区"
21170042	"経済・経営学演習②"	"[\"ECO-ECB4111J\"]"	"ECO"	"ECB"	"4111J"	"[\"岸野　早希\"]"	"2021-04-01T15:56:45.982Z"	"（経済・経営学科）選択必修科目／（経済工学科）自由選択科目"	"日本語（J）"	"経済学部"	"3,4年"	3	4	2021	"通年"	"[[\"火曜日\",\"５時限\"]]"	"-"	"伊都地区"
21170043	"経済・経営学演習①"	"[\"ECO-ECB4111J\"]"	"ECO"	"ECB"	"4111J"	"[\"篠崎　彰彦\"]"	"2021-04-03T05:28:25.886Z"	"（経済・経営学科）選択必修科目／（経済工学科）自由選択科目"	"日本語（J）"	"経済学部"	"3,4年"	3	4	2021	"通年"	"[[\"火曜日\",\"４時限\"],[\"火曜日\",\"５時限\"]]"	"-"	"伊都地区"
21170044	"経済・経営学演習②"	"[\"ECO-ECB4111J\"]"	"ECO"	"ECB"	"4111J"	"[\"篠崎　彰彦\"]"	"2021-04-03T05:28:25.887Z"	"（経済・経営学科）選択必修科目／（経済工学科）自由選択科目"	"日本語（J）"	"経済学部"	"3,4年"	3	4	2021	"通年"	"[[\"火曜日\",\"４時限\"],[\"火曜日\",\"５時限\"]]"	"-"	"伊都地区"
21170045	"経済・経営学演習①"	"[\"ECO-ECB4111J\"]"	"ECO"	"ECB"	"4111J"	"[\"清水　一史\"]"	"2021-04-09T04:15:24.869Z"	"（経済・経営学科）選択必修科目／（経済工学科）自由選択科目"	"日本語（J）"	"経済学部"	"3,4年"	3	4	2021	"通年"	"[[\"火曜日\",\"４時限\"],[\"火曜日\",\"５時限\"]]"	"-"	"伊都地区"
21170046	"経済・経営学演習②"	"[\"ECO-ECB4111J\"]"	"ECO"	"ECB"	"4111J"	"[\"清水　一史\"]"	"2021-04-09T04:15:24.869Z"	"（経済・経営学科）選択必修科目／（経済工学科）自由選択科目"	"日本語（J）"	"経済学部"	"3,4年"	3	4	2021	"通年"	"[[\"火曜日\",\"４時限\"],[\"火曜日\",\"５時限\"]]"	"-"	"伊都地区"
21170047	"経済・経営学演習①"	"[\"ECO-ECB4111J\"]"	"ECO"	"ECB"	"4111J"	"[\"深川　博史\"]"	"2021-04-02T07:41:40.272Z"	"（経済・経営学科）選択必修科目／（経済工学科）自由選択科目"	"日本語（J）"	"経済学部"	"3,4年"	3	4	2021	"通年"	"[[\"火曜日\",\"４時限\"],[\"火曜日\",\"５時限\"]]"	"-"	"伊都地区"
