"id"	"name"	"numberlinks"	"school"	"major"	"subject_code"	"instructors"	"updated_at"	"category"	"lang"	"unit"	"year"	"quarter"	"day_time"	"area"	"classroom"	"target_students_from"
21533863	"Active English: Play Disc Golf"	"[\"KED-GES1221E\"]"	"KED"	"GES"	"1221E"	"[\"ﾍﾟｲﾝﾀｰ，ｱﾝﾄﾞﾘｭｰ\"]"	"2021-09-26T11:12:59.643Z"	"総合科目"	"英語（E）"	1	2021	"秋学期"	"[[\"水曜日\",\"４時限\"]]"	"伊都地区"		
21533861	"囲碁から学ぶ人生を切り拓く力"	"[\"KED-GES1221J\"]"	"KED"	"GES"	"1221J"	"[\"須藤　信行\"]"	"2021-10-03T23:43:17.862Z"	"総合科目"	"日本語（J）"	1	2021	"秋学期"	"[[\"水曜日\",\"４時限\"]]"	"伊都地区"		
21539045	"学術英語・集中演習"	"[\"KED-LCB1102W\"]"	"KED"	"LCB"	"1102W"	"[\"井上　奈良彦\"]"	"2022-02-11T09:09:40.256Z"	"言語文化基礎科目"	"英語及び日本語を併用（E/J）"	2	2021	"後期"	"[[\"その他\",\"その他\"]]"	"伊都地区"		
21538054	"学術英語・ＣＡＬＬ１"	"[\"KED-LCB1193J\"]"	"KED"	"LCB"	"1193J"	"[\"伊藤　薫\"]"	"2021-08-30T07:36:47.314Z"	"言語文化基礎科目"	"日本語（J）"	1	2021	"前期集中"	"[[\"その他\",\"その他\"]]"	"＿"		
21538058	"学術英語・ＣＡＬＬ１"	"[\"KED-LCB1193J\"]"	"KED"	"LCB"	"1193J"	"[\"伊藤　薫\"]"	"2021-08-30T07:37:27.556Z"	"言語文化基礎科目"	"日本語（J）"	1	2021	"後期集中"	"[[\"その他\",\"その他\"]]"	"＿"		
21538059	"学術英語・ＣＡＬＬ２"	"[\"KED-LCB1194J\"]"	"KED"	"LCB"	"1194J"	"[\"伊藤　薫\"]"	"2021-08-30T07:39:08.349Z"	"言語文化基礎科目"	"日本語（J）"	1	2021	"後期集中"	"[[\"その他\",\"その他\"]]"	"＿"		
21538055	"学術英語・ＣＡＬＬ 2"	"[\"KED-LCB1194J\"]"	"KED"	"LCB"	"1194J"	"[\"伊藤　薫\"]"	"2021-04-05T05:24:08.389Z"	"言語文化基礎科目"	"日本語（J）"	1	2021	"前期集中"	"[[\"その他\",\"その他\"]]"	"＿"		
21531701	"課題協学科目"	"[\"KED-ICL1131J\"]"	"KED"	"ICL"	"1131J"	"[\"原田　恒司\",\"小林　亮介\",\"山脇　兆史\"]"	"2021-07-07T04:56:38.323Z"	"課題協学科目"	"日本語（J）"	2.5	2021	"後期"	"[[\"月曜日\",\"３時限\"],[\"月曜日\",\"４時限\"]]"	"伊都地区"		
21531535	"基礎科学実習"	"[\"KED-SLE1124J\"]"	"KED"	"SLE"	"1124J"	"[\"山中　隆志\",\"巣山　慶太郎\",\"宮本　知治\",\"山崎　博史\"]"	"2021-08-26T07:36:10.621Z"	"理系ディシプリン科目　専門基礎系"	"日本語（J）"	1	2021	"冬学期"	"[[\"月曜日\",\"１時限\"],[\"月曜日\",\"２時限\"]]"	"伊都地区"		
21531736	"基礎科学実習"	"[\"KED-SLE1124J\"]"	"KED"	"SLE"	"1124J"	"[\"巣山　慶太郎\",\"中里　健一郎\",\"山崎　博史\",\"山崎　敦子\"]"	"2021-08-26T07:36:10.904Z"	"理系ディシプリン科目　専門基礎系"	"日本語（J）"	1	2021	"冬学期"	"[[\"月曜日\",\"３時限\"],[\"月曜日\",\"４時限\"]]"	"伊都地区"		
21532533	"基礎科学実習"	"[\"KED-SLE1124J\"]"	"KED"	"SLE"	"1124J"	"[\"有賀　智子\",\"尾上　哲治\",\"友原　啓介\",\"伊藤　太一\"]"	"2021-08-26T07:36:11.171Z"	"理系ディシプリン科目　専門基礎系"	"日本語（J）"	1	2021	"冬学期"	"[[\"火曜日\",\"１時限\"],[\"火曜日\",\"２時限\"]]"	"伊都地区"		
21532720	"基礎科学実習"	"[\"KED-SLE1124J\"]"	"KED"	"SLE"	"1124J"	"[\"友原　啓介\",\"中里　健一郎\",\"岡﨑　隆司\",\"伊藤　太一\"]"	"2021-08-26T07:36:11.462Z"	"理系ディシプリン科目　専門基礎系"	"日本語（J）"	1	2021	"冬学期"	"[[\"火曜日\",\"３時限\"],[\"火曜日\",\"４時限\"]]"	"伊都地区"		
21534535	"基礎科学実習"	"[\"KED-SLE1124J\"]"	"KED"	"SLE"	"1124J"	"[\"今井　洋輔\",\"有賀　智子\",\"林　辰弥\",\"松林　圭\"]"	"2021-08-26T07:36:11.809Z"	"理系ディシプリン科目　専門基礎系"	"日本語（J）"	1	2021	"冬学期"	"[[\"木曜日\",\"１時限\"],[\"木曜日\",\"２時限\"]]"	"伊都地区"		
21534720	"基礎科学実習"	"[\"KED-SLE1124J\"]"	"KED"	"SLE"	"1124J"	"[\"松林　圭\",\"今井　洋輔\",\"北島　富美雄\",\"山中　隆志\"]"	"2021-08-26T07:36:12.093Z"	"理系ディシプリン科目　専門基礎系"	"日本語（J）"	1	2021	"冬学期"	"[[\"木曜日\",\"３時限\"],[\"木曜日\",\"４時限\"]]"	"伊都地区"		
21535542	"基礎科学実習"	"[\"KED-SLE1124J\"]"	"KED"	"SLE"	"1124J"	"[\"山田　琢磨\",\"岡﨑　裕典\",\"寺本　孝行\",\"友原　啓介\"]"	"2021-08-26T07:36:12.345Z"	"理系ディシプリン科目　専門基礎系"	"日本語（J）"	1	2021	"冬学期"	"[[\"金曜日\",\"１時限\"],[\"金曜日\",\"２時限\"]]"	"伊都地区"		
21538042	"キャリア形成基礎"	"[\"KED-GES1221J\"]"	"KED"	"GES"	"1221J"	"[\"横田　晋務\",\"田中　真理\"]"	"2021-05-31T06:19:07.490Z"	"総合科目"	"日本語（J）"	1	2021	"通年集中"	"[[\"その他\",\"その他\"]]"	"伊都地区"		
21538043	"キャリア形成基礎"	"[\"KED-GES1221J\"]"	"KED"	"GES"	"1221J"	"[\"久場　隆広\",\"古屋　謙治\"]"	"2021-08-16T05:01:30.395Z"	"総合科目"	"日本語（J）"	1	2021	"通年集中"	"[[\"その他\",\"その他\"]]"	"伊都地区"		
21538040	"教育工学演習"	"[\"KED-GES1221J\"]"	"KED"	"GES"	"1221J"	"[\"芳賀　瑛\"]"	"2021-04-24T11:56:57.066Z"	"総合科目"	"日本語（J）"	1	2021	"後期集中"	"[[\"その他\",\"その他\"]]"	"伊都地区"		
21538041	"教材開発論"	"[\"KED-GES1221J\"]"	"KED"	"GES"	"1221J"	"[\"芳賀　瑛\"]"	"2022-02-15T08:04:55.063Z"	"総合科目"	"日本語（J）"	1	2021	"後期集中"	"[[\"その他\",\"その他\"]]"	"伊都地区"		
21538046	"速習エスペラント"	"[\"KED-LCF1941J\"]"	"KED"	"LCF"	"1941J"	"[\"田畑　義之\"]"	"2021-08-10T05:28:35.303Z"	"言語文化自由選択科目/総合科目"	"日本語（J）"	2	2021	"後期集中"	"[[\"その他\",\"その他\"]]"	"伊都地区"		
21538047	"速習オランダ語"	"[\"KED-LCF1931J\"]"	"KED"	"LCF"	"1931J"	"[\"田畑　義之\"]"	"2021-08-10T05:47:00.284Z"	"言語文化自由選択科目/総合科目"	"日本語（J）"	2	2021	"後期集中"	"[[\"その他\",\"その他\"]]"	"伊都地区"		
21539035	"台湾事情"	"[\"KED-GES1221J\"]"	"KED"	"GES"	"1221J"	"[\"ｴﾄﾞﾜｰﾄﾞ ｳﾞｨｯｶｰｽﾞ\"]"	"2021-12-18T08:31:04.470Z"	"総合科目"	"日本語（J）"	1	2021	"後期"	"[[\"その他\",\"その他\"]]"	"伊都地区"		
21532571	"動的現象の科学"	"[\"KED-ASC2872J\"]"	"KED"	"ASC"	"2872J"	"[\"田島　博士\"]"	"2021-04-19T22:55:07.674Z"	"高年次基幹教育科目"	"日本語（J）"	2	2021	"春学期"	"[[\"火曜日\",\"１時限\"],[\"木曜日\",\"１時限\"]]"	"伊都地区"		
21533862	"「わかる」と「わかりやすい」－オリジナル教材を作って考える－"	"[\"KED-GES1221J\"]"	"KED"	"GES"	"1221J"	"[\"中里　健一郎\",\"原田　恒司\",\"三木　洋一郎\"]"	"2021-05-28T02:19:26.316Z"	"総合科目"	"日本語（J）"	1	2021	"秋学期"	"[[\"水曜日\",\"４時限\"]]"	"伊都地区"		
21531015	"社会と数理科学"	"[\"KED-SMA1011J\"]"	"KED"	"SMA"	"1011J"	"[\"新居　俊作\"]"	"2021-05-15T03:21:35.542Z"	"理系ディシプリン科目　教養系"	"日本語（J）"	1	2021	"前期"	"[[\"月曜日\",\"１時限\"]]"	"伊都地区"		
21531016	"身の回りの物理学A"	"[\"KED-SPH1021J\"]"	"KED"	"SPH"	"1021J"	"[\"原田　恒司\"]"	"2021-05-19T03:25:42.445Z"	"理系ディシプリン科目　教養系"	"日本語（J）"	1	2021	"春学期"	"[[\"月曜日\",\"１時限\"]]"	"伊都地区"		
21531017	"身の回りの物理学B"	"[\"KED-SPH1022J\"]"	"KED"	"SPH"	"1022J"	"[\"坂口　聡志\"]"	"2021-05-16T01:53:47.840Z"	"理系ディシプリン科目　教養系"	"日本語（J）"	1	2021	"夏学期"	"[[\"月曜日\",\"１時限\"]]"	"伊都地区"		
21531021	"デザイン思考"	"[\"KED-SKD1021J\"]"	"KED"	"SKD"	"1021J"	"[\"曽我部　春香\",\"尾方　義人\"]"	"2021-04-07T20:40:20.525Z"	"理系ディシプリン科目　教養系"	"日本語（J）"	1	2021	"前期"	"[[\"月曜日\",\"１時限\"]]"	"伊都地区"		
21531022	"基礎化学結合論Ⅰ"	"[\"KED-SCH1122J\"]"	"KED"	"SCH"	"1122J"	"[\"寺嵜　亨\"]"	"2021-06-02T09:12:33.203Z"	"理系ディシプリン科目　専門基礎系"	"日本語（J）"	1	2021	"前期"	"[[\"月曜日\",\"１時限\"]]"	"伊都地区"		
21531023	"基礎化学結合論Ⅱ"	"[\"KED-SCH1123J\"]"	"KED"	"SCH"	"1123J"	"[\"寺嵜　亨\"]"	"2021-06-02T10:24:38.726Z"	"理系ディシプリン科目　専門基礎系"	"日本語（J）"	1	2021	"前期"	"[[\"月曜日\",\"１時限\"]]"	"伊都地区"		
21531031	"図形科学Ⅰ"	"[\"KED-SKD1112J\"]"	"KED"	"SKD"	"1112J"	"[\"安東　潤\"]"	"2021-04-05T10:15:36.827Z"	"理系ディシプリン科目　専門基礎系"	"日本語（J）"	1	2021	"春学期"	"[[\"月曜日\",\"１時限\"]]"	"伊都地区"		
21531032	"図形科学Ⅰ"	"[\"KED-SKD1112J\"]"	"KED"	"SKD"	"1112J"	"[\"杉村　丈一\"]"	"2021-05-15T13:01:55.241Z"	"理系ディシプリン科目　専門基礎系"	"日本語（J）"	1	2021	"春学期"	"[[\"月曜日\",\"１時限\"]]"	"伊都地区"		
21531033	"図形科学Ⅰ"	"[\"KED-SKD1112J\"]"	"KED"	"SKD"	"1112J"	"[\"佐久間　臣耶\"]"	"2021-04-04T09:51:09.087Z"	"理系ディシプリン科目　専門基礎系"	"日本語（J）"	1	2021	"春学期"	"[[\"月曜日\",\"１時限\"]]"	"伊都地区"		
21531039	"生態系の科学"	"[\"KED-SBI2221J\"]"	"KED"	"SBI"	"2221J"	"[\"高須　啓志\"]"	"2021-04-01T22:41:25.491Z"	"理系ディシプリン科目　専門基礎系"	"日本語（J）"	1.5	2021	"前期"	"[[\"月曜日\",\"１時限\"]]"	"伊都地区"		
21531041	"基礎化学結合論"	"[\"KED-SCH1121J\"]"	"KED"	"SCH"	"1121J"	"[\"松島　敏則\"]"	"2021-04-07T10:41:32.645Z"	"理系ディシプリン科目　専門基礎系"	"日本語（J）"	1.5	2021	"前期"	"[[\"月曜日\",\"１時限\"]]"	"伊都地区"		
21531043	"分子生物学"	"[\"KED-SBI2211J\"]"	"KED"	"SBI"	"2211J"	"[\"神谷　典穂\"]"	"2021-04-12T07:15:48.844Z"	"理系ディシプリン科目　専門基礎系"	"日本語（J）"	1.5	2021	"前期"	"[[\"月曜日\",\"１時限\"]]"	"伊都地区"		
21531044	"学術英語Ｃ・テーマベース"	"[\"KED-LCB2112W\"]"	"KED"	"LCB"	"2112W"	"[\"ヴィタ、ジョセフ ポール\"]"	"2021-08-17T04:08:07.618Z"	"言語文化基礎科目"	"英語及び日本語を併用（E/J）"	1	2021	"春学期"	"[[\"月曜日\",\"１時限\"]]"	"伊都地区"		
21531045	"学術英語Ｃ・テーマベース"	"[\"KED-LCB2112W\"]"	"KED"	"LCB"	"2112W"	"[\"ヴィタ、ジョセフ ポール\"]"	"2021-08-17T04:08:07.916Z"	"言語文化基礎科目"	"英語及び日本語を併用（E/J）"	1	2021	"夏学期"	"[[\"月曜日\",\"１時限\"]]"	"伊都地区"		
21531047	"学術英語Ｃ・スキルベース"	"[\"KED-LCB2123W\"]"	"KED"	"LCB"	"2123W"	"[\"アームストロング，Ｍ\"]"	"2021-04-02T04:51:57.587Z"	"言語文化基礎科目"	"英語及び日本語を併用（E/J）"	1	2021	"春学期"	"[[\"月曜日\",\"１時限\"]]"	"伊都地区"		
21531048	"学術英語Ｃ・スキルベース"	"[\"KED-LCB2123W\"]"	"KED"	"LCB"	"2123W"	"[\"アームストロング，Ｍ\"]"	"2021-04-02T04:52:21.577Z"	"言語文化基礎科目"	"英語及び日本語を併用（E/J）"	1	2021	"夏学期"	"[[\"月曜日\",\"１時限\"]]"	"伊都地区"		
21531049	"学術英語Ｃ・テーマベース"	"[\"KED-LCB2112W\"]"	"KED"	"LCB"	"2112W"	"[\"ﾍﾟｲﾝﾀｰ，ｱﾝﾄﾞﾘｭｰ\"]"	"2021-08-17T04:08:08.213Z"	"言語文化基礎科目"	"英語及び日本語を併用（E/J）"	1	2021	"春学期"	"[[\"月曜日\",\"１時限\"]]"	"伊都地区"		
21531050	"学術英語Ｃ・テーマベース"	"[\"KED-LCB2112W\"]"	"KED"	"LCB"	"2112W"	"[\"ﾍﾟｲﾝﾀｰ，ｱﾝﾄﾞﾘｭｰ\"]"	"2021-08-17T04:08:08.467Z"	"言語文化基礎科目"	"英語及び日本語を併用（E/J）"	1	2021	"夏学期"	"[[\"月曜日\",\"１時限\"]]"	"伊都地区"		
21531052	"自然科学総合実験（発展）"	"[\"KED-SLE1122J\"]"	"KED"	"SLE"	"1122J"	"[\"山中　隆志\"]"	"2021-06-02T09:05:09.973Z"	"理系ディシプリン科目　専門基礎系"	"日本語（J）"	1	2021	"夏学期"	"[[\"月曜日\",\"１時限\"],[\"月曜日\",\"２時限\"]]"	"伊都地区"		
21531104	"心理学入門"	"[\"KED-HSS1311J\"]"	"KED"	"HSS"	"1311J"	"[\"光藤　宏行\"]"	"2021-04-01T22:14:47.933Z"	"文系ディシプリン科目"	"日本語（J）"	2	2021	"前期"	"[[\"月曜日\",\"２時限\"]]"	"伊都地区"		
21531115	"有機物質化学Ⅰ"	"[\"KED-SCH1222J\"]"	"KED"	"SCH"	"1222J"	"[\"末永　正彦\"]"	"2021-05-14T09:54:34.072Z"	"理系ディシプリン科目　専門基礎系"	"日本語（J）"	1	2021	"春学期"	"[[\"月曜日\",\"２時限\"]]"	"伊都地区"		
21531116	"有機物質化学Ⅱ"	"[\"KED-SCH1223J\"]"	"KED"	"SCH"	"1223J"	"[\"末永　正彦\"]"	"2021-05-14T09:55:03.359Z"	"理系ディシプリン科目　専門基礎系"	"日本語（J）"	1	2021	"夏学期"	"[[\"月曜日\",\"２時限\"]]"	"伊都地区"		
21531117	"微分積分学Ⅰ"	"[\"KED-SMA1123J\"]"	"KED"	"SMA"	"1123J"	"[\"松井　卓\"]"	"2021-04-12T20:15:37.713Z"	"理系ディシプリン科目　専門基礎系"	"日本語（J）"	2	2021	"前期"	"[[\"月曜日\",\"２時限\"]]"	"伊都地区"		
21531118	"微分積分学Ⅰ"	"[\"KED-SMA1123J\"]"	"KED"	"SMA"	"1123J"	"[\"増田　俊彦\"]"	"2021-04-05T01:53:38.754Z"	"理系ディシプリン科目　専門基礎系"	"日本語（J）"	2	2021	"前期"	"[[\"月曜日\",\"２時限\"]]"	"伊都地区"		
21531119	"微分積分学Ⅰ"	"[\"KED-SMA1123J\"]"	"KED"	"SMA"	"1123J"	"[\"趙　康治\"]"	"2021-05-27T10:04:02.815Z"	"理系ディシプリン科目　専門基礎系"	"日本語（J）"	2	2021	"前期"	"[[\"月曜日\",\"２時限\"]]"	"伊都地区"		
21531120	"図形科学Ⅰ"	"[\"KED-SKD1112J\"]"	"KED"	"SKD"	"1112J"	"[\"志賀　勉\"]"	"2021-04-08T23:31:55.154Z"	"理系ディシプリン科目　専門基礎系"	"日本語（J）"	1	2021	"春学期"	"[[\"月曜日\",\"２時限\"]]"	"伊都地区"		
21531121	"図形科学Ⅱ"	"[\"KED-SKD1113J\"]"	"KED"	"SKD"	"1113J"	"[\"志賀　勉\"]"	"2021-04-04T14:48:18.813Z"	"理系ディシプリン科目　専門基礎系"	"日本語（J）"	1	2021	"夏学期"	"[[\"月曜日\",\"２時限\"]]"	"伊都地区"		
21531122	"数理統計学"	"[\"KED-SMA2411J\"]"	"KED"	"SMA"	"2411J"	"[\"田中　勝\"]"	"2021-04-12T08:53:42.380Z"	"理系ディシプリン科目　専門基礎系"	"日本語（J）"	1.5	2021	"前期"	"[[\"月曜日\",\"２時限\"]]"	"伊都地区"		
21531123	"分子生物学"	"[\"KED-SBI2211J\"]"	"KED"	"SBI"	"2211J"	"[\"上平　正道\"]"	"2021-04-07T12:13:40.951Z"	"理系ディシプリン科目　専門基礎系"	"日本語（J）"	1.5	2021	"前期"	"[[\"月曜日\",\"２時限\"]]"	"伊都地区"		
21531124	"基礎化学結合論"	"[\"KED-SCH1121J\"]"	"KED"	"SCH"	"1121J"	"[\"大橋　和彦\"]"	"2021-05-13T01:39:36.983Z"	"理系ディシプリン科目　専門基礎系"	"日本語（J）"	1.5	2021	"前期"	"[[\"月曜日\",\"２時限\"]]"	"伊都地区"		
21531151	"学術英語・グローバルイシューズ"	"[\"KED-LCB1154W\"]"	"KED"	"LCB"	"1154W"	"[\"ヴィタ、ジョセフ ポール\"]"	"2021-06-08T05:34:05.254Z"	"言語文化基礎科目"	"日本語（J）"	1	2021	"前期"	"[[\"月曜日\",\"２時限\"]]"	"伊都地区"		
21531158	"フランス語ⅠA"	"[\"KED-LCB1313J\"]"	"KED"	"LCB"	"1313J"	"[\"佐藤　典子\"]"	"2021-05-15T04:40:28.406Z"	"言語文化基礎科目"	"日本語（J）"	1	2021	"春学期"	"[[\"月曜日\",\"２時限\"],[\"木曜日\",\"２時限\"]]"	"伊都地区"		
21531159	"フランス語ⅠB"	"[\"KED-LCB1314J\"]"	"KED"	"LCB"	"1314J"	"[\"佐藤　典子\"]"	"2021-05-15T04:45:36.335Z"	"言語文化基礎科目"	"日本語（J）"	1	2021	"夏学期"	"[[\"月曜日\",\"２時限\"],[\"木曜日\",\"２時限\"]]"	"伊都地区"		
21531160	"フランス語ⅠA"	"[\"KED-LCB1313J\"]"	"KED"	"LCB"	"1313J"	"[\"倉方　健作\",\"甲斐　春香\"]"	"2021-05-16T04:16:44.542Z"	"言語文化基礎科目"	"日本語（J）"	1	2021	"春学期"	"[[\"月曜日\",\"２時限\"],[\"木曜日\",\"２時限\"]]"	"伊都地区"		
21531161	"フランス語ⅠB"	"[\"KED-LCB1314J\"]"	"KED"	"LCB"	"1314J"	"[\"倉方　健作\",\"甲斐　春香\"]"	"2021-05-16T04:15:32.836Z"	"言語文化基礎科目"	"日本語（J）"	1	2021	"夏学期"	"[[\"月曜日\",\"２時限\"],[\"木曜日\",\"２時限\"]]"	"伊都地区"		
21531162	"中国語ⅠA"	"[\"KED-LCB1413J\"]"	"KED"	"LCB"	"1413J"	"[\"秋山　淳\",\"平田　直子\"]"	"2021-04-03T08:47:21.744Z"	"言語文化基礎科目"	"日本語（J）"	1	2021	"春学期"	"[[\"月曜日\",\"２時限\"],[\"木曜日\",\"２時限\"]]"	"伊都地区"		
21531163	"中国語ⅠB"	"[\"KED-LCB1414J\"]"	"KED"	"LCB"	"1414J"	"[\"秋山　淳\",\"平田　直子\"]"	"2021-04-02T23:49:30.023Z"	"言語文化基礎科目"	"日本語（J）"	1	2021	"夏学期"	"[[\"月曜日\",\"２時限\"],[\"木曜日\",\"２時限\"]]"	"伊都地区"		
21531164	"中国語ⅠA"	"[\"KED-LCB1413J\"]"	"KED"	"LCB"	"1413J"	"[\"王　宇南\",\"岡村　真寿美\"]"	"2021-04-30T03:15:09.496Z"	"言語文化基礎科目"	"日本語（J）"	1	2021	"春学期"	"[[\"月曜日\",\"２時限\"],[\"木曜日\",\"２時限\"]]"	"伊都地区"		
21531165	"中国語ⅠB"	"[\"KED-LCB1414J\"]"	"KED"	"LCB"	"1414J"	"[\"王　宇南\",\"岡村　真寿美\"]"	"2021-04-03T06:48:55.533Z"	"言語文化基礎科目"	"日本語（J）"	1	2021	"夏学期"	"[[\"月曜日\",\"２時限\"],[\"木曜日\",\"２時限\"]]"	"伊都地区"		
21531166	"中国語ⅠA"	"[\"KED-LCB1413J\"]"	"KED"	"LCB"	"1413J"	"[\"秋山　久枝\",\"謝　平\"]"	"2021-03-29T02:50:53.444Z"	"言語文化基礎科目"	"日本語（J）"	1	2021	"春学期"	"[[\"月曜日\",\"２時限\"],[\"木曜日\",\"２時限\"]]"	"伊都地区"		
21531167	"中国語ⅠB"	"[\"KED-LCB1414J\"]"	"KED"	"LCB"	"1414J"	"[\"秋山　久枝\",\"謝　平\"]"	"2021-03-29T02:49:35.776Z"	"言語文化基礎科目"	"日本語（J）"	1	2021	"夏学期"	"[[\"月曜日\",\"２時限\"],[\"木曜日\",\"２時限\"]]"	"伊都地区"		
21531170	"中国語ⅠA"	"[\"KED-LCB1413J\"]"	"KED"	"LCB"	"1413J"	"[\"趙　一嶸\"]"	"2021-04-07T07:29:09.373Z"	"言語文化基礎科目"	"日本語（J）"	1	2021	"春学期"	"[[\"月曜日\",\"２時限\"],[\"木曜日\",\"２時限\"]]"	"伊都地区"		
21531171	"中国語ⅠB"	"[\"KED-LCB1414J\"]"	"KED"	"LCB"	"1414J"	"[\"趙　一嶸\"]"	"2021-04-07T07:29:56.891Z"	"言語文化基礎科目"	"日本語（J）"	1	2021	"夏学期"	"[[\"月曜日\",\"２時限\"],[\"木曜日\",\"２時限\"]]"	"伊都地区"		
21531176	"韓国語ⅠA"	"[\"KED-LCB1613J\"]"	"KED"	"LCB"	"1613J"	"[\"李　相穆\",\"辻野　裕紀\"]"	"2021-04-10T10:50:11.829Z"	"言語文化基礎科目"	"日本語（J）"	1	2021	"春学期"	"[[\"月曜日\",\"２時限\"],[\"木曜日\",\"２時限\"]]"	"伊都地区"		
21531177	"韓国語ⅠB"	"[\"KED-LCB1614J\"]"	"KED"	"LCB"	"1614J"	"[\"李　相穆\",\"辻野　裕紀\"]"	"2021-03-29T08:34:43.377Z"	"言語文化基礎科目"	"日本語（J）"	1	2021	"夏学期"	"[[\"月曜日\",\"２時限\"],[\"木曜日\",\"２時限\"]]"	"伊都地区"		
21531178	"韓国語ⅠA"	"[\"KED-LCB1613J\"]"	"KED"	"LCB"	"1613J"	"[\"李　廷恩\",\"姜　信一\"]"	"2021-04-04T11:32:44.160Z"	"言語文化基礎科目"	"日本語（J）"	1	2021	"春学期"	"[[\"月曜日\",\"２時限\"],[\"木曜日\",\"２時限\"]]"	"伊都地区"		
21531179	"韓国語ⅠB"	"[\"KED-LCB1614J\"]"	"KED"	"LCB"	"1614J"	"[\"李　廷恩\",\"姜　信一\"]"	"2021-04-04T11:33:18.423Z"	"言語文化基礎科目"	"日本語（J）"	1	2021	"夏学期"	"[[\"月曜日\",\"２時限\"],[\"木曜日\",\"２時限\"]]"	"伊都地区"		
21531180	"韓国語ⅠA"	"[\"KED-LCB1613J\"]"	"KED"	"LCB"	"1613J"	"[\"高　仁淑\",\"朴　環奈\"]"	"2021-04-06T14:03:16.057Z"	"言語文化基礎科目"	"日本語（J）"	1	2021	"春学期"	"[[\"月曜日\",\"２時限\"],[\"木曜日\",\"２時限\"]]"	"伊都地区"		
21531181	"韓国語ⅠB"	"[\"KED-LCB1614J\"]"	"KED"	"LCB"	"1614J"	"[\"高　仁淑\",\"朴　環奈\"]"	"2021-04-06T14:04:10.019Z"	"言語文化基礎科目"	"日本語（J）"	1	2021	"夏学期"	"[[\"月曜日\",\"２時限\"],[\"木曜日\",\"２時限\"]]"	"伊都地区"		
21531182	"スペイン語ⅠA"	"[\"KED-LCB1713J\"]"	"KED"	"LCB"	"1713J"	"[\"蔦原　亮\",\"宮城　志帆\"]"	"2021-04-05T02:17:30.057Z"	"言語文化基礎科目"	"日本語（J）"	1	2021	"春学期"	"[[\"月曜日\",\"２時限\"],[\"木曜日\",\"２時限\"]]"	"伊都地区"		
21531183	"スペイン語ⅠB"	"[\"KED-LCB1714J\"]"	"KED"	"LCB"	"1714J"	"[\"蔦原　亮\",\"宮城　志帆\"]"	"2021-04-04T12:36:36.705Z"	"言語文化基礎科目"	"日本語（J）"	1	2021	"夏学期"	"[[\"月曜日\",\"２時限\"],[\"木曜日\",\"２時限\"]]"	"伊都地区"		
21531184	"スペイン語ⅠA"	"[\"KED-LCB1713J\"]"	"KED"	"LCB"	"1713J"	"[\"フジヨシ　ミヨコ\",\"山村　ひろみ\"]"	"2021-04-06T15:24:27.722Z"	"言語文化基礎科目"	"日本語（J）"	1	2021	"春学期"	"[[\"月曜日\",\"２時限\"],[\"木曜日\",\"２時限\"]]"	"伊都地区"		
21531185	"スペイン語ⅠB"	"[\"KED-LCB1714J\"]"	"KED"	"LCB"	"1714J"	"[\"フジヨシ　ミヨコ\",\"山村　ひろみ\"]"	"2021-04-06T15:27:19.645Z"	"言語文化基礎科目"	"日本語（J）"	1	2021	"夏学期"	"[[\"月曜日\",\"２時限\"],[\"木曜日\",\"２時限\"]]"	"伊都地区"		
21531203	"サイバーセキュリティ基礎論"	"[\"KED-CSC1111J\"]"	"KED"	"CSC"	"1111J"	"[\"金子　晃介\"]"	"2021-05-27T02:17:06.733Z"	"サイバーセキュリティ科目"	"日本語（J）"	1	2021	"春学期"	"[[\"月曜日\",\"３時限\"]]"	"伊都地区"		
21531204	"サイバーセキュリティ基礎論"	"[\"KED-CSC1111J\"]"	"KED"	"CSC"	"1111J"	"[\"笠原　義晃\"]"	"2021-04-05T01:19:55.519Z"	"サイバーセキュリティ科目"	"日本語（J）"	1	2021	"春学期"	"[[\"月曜日\",\"３時限\"]]"	"伊都地区"		
21531216	"微分積分学Ⅰ"	"[\"KED-SMA1123J\"]"	"KED"	"SMA"	"1123J"	"[\"趙　康治\"]"	"2021-05-27T10:06:25.445Z"	"理系ディシプリン科目　専門基礎系"	"日本語（J）"	2	2021	"前期"	"[[\"月曜日\",\"３時限\"]]"	"伊都地区"		
21531219	"プログラミング演習(P)"	"[\"KED-SIS1121J\"]"	"KED"	"SIS"	"1121J"	"[\"谷口　雄太\"]"	"2021-06-13T21:46:51.191Z"	"理系ディシプリン科目　専門基礎系"	"日本語（J）"	1	2021	"夏学期"	"[[\"月曜日\",\"３時限\"],[\"月曜日\",\"４時限\"]]"	"伊都地区"		
21531220	"プログラミング演習(P)"	"[\"KED-SIS1121J\"]"	"KED"	"SIS"	"1121J"	"[\"森　周司\"]"	"2021-07-01T03:37:23.858Z"	"理系ディシプリン科目　専門基礎系"	"日本語（J）"	1	2021	"夏学期"	"[[\"月曜日\",\"３時限\"],[\"月曜日\",\"４時限\"]]"	"伊都地区"		
